Implementation;Method;listSize;Score;Score Error;Allocation Rate
CLOJURE_HASH_MAP;putRandom;1000;323,365;1,076;865,505
CLOJURE_HASH_MAP;putRandom;10000;334,75;1,127;943,921
CLOJURE_HASH_MAP;putRandom;100000;464,605;3,363;1070,07
CLOJURE_HASH_MAP;putRandom;1000000;699,634;30,091;1199,653
SCALA_HASH_MAP;putRandom;1;32,888;0,255;96
SCALA_HASH_MAP;putRandom;4;40,242;0,303;136
SCALA_HASH_MAP;putRandom;10;51,32;0,309;157,6
SCALA_HASH_MAP;putRandom;15;53,735;0,313;169,6
SCALA_HASH_MAP;putRandom;20;59,919;0,383;182
SCALA_HASH_MAP;putRandom;25;86,509;0,285;193,92
SCALA_HASH_MAP;putRandom;50;66,838;0,6;229,6
SCALA_HASH_MAP;putRandom;100;77,315;0,77;263,12
SCALA_HASH_MAP;putRandom;1000;128,713;2,033;368,272
SCALA_HASH_MAP;putRandom;10000;190,531;0,942;485,335
SCALA_HASH_MAP;putRandom;100000;274,824;3,025;600,913
SCALA_HASH_MAP;putRandom;1000000;549,197;56,038;703,119
SCALA_TREE_MAP;putRandom;1;38,104;1,021;128
SCALA_TREE_MAP;putRandom;4;45,179;0,336;168
SCALA_TREE_MAP;putRandom;10;62,044;0,614;220,8
SCALA_TREE_MAP;putRandom;15;74,206;0,436;260,267
SCALA_TREE_MAP;putRandom;20;77,497;0,326;268,8
SCALA_TREE_MAP;putRandom;25;87,052;0,302;285,44
SCALA_TREE_MAP;putRandom;50;104,97;0,31;331,52
SCALA_TREE_MAP;putRandom;100;123,906;0,553;379,84
SCALA_TREE_MAP;putRandom;1000;221,426;1,327;540,928
SCALA_TREE_MAP;putRandom;10000;299,39;1,205;698,308
SCALA_TREE_MAP;putRandom;100000;373,612;2,582;858,864
SCALA_TREE_MAP;putRandom;1000000;484,719;30,662;1018,766
JAVASLANG_HASH_MAP;putRandom;1;24,043;0,343;80
JAVASLANG_HASH_MAP;putRandom;4;43,122;0,166;120
JAVASLANG_HASH_MAP;putRandom;10;54,168;0,676;143,2
JAVASLANG_HASH_MAP;putRandom;15;56,57;0,346;155,2
JAVASLANG_HASH_MAP;putRandom;20;55,003;0,182;168
JAVASLANG_HASH_MAP;putRandom;25;64,431;0,586;185,28
JAVASLANG_HASH_MAP;putRandom;50;68,081;0,344;223,52
JAVASLANG_HASH_MAP;putRandom;100;77,138;1,276;264,24
JAVASLANG_HASH_MAP;putRandom;1000;116,304;2,124;366,592
JAVASLANG_HASH_MAP;putRandom;10000;160,243;0,725;474,251
JAVASLANG_HASH_MAP;putRandom;100000;241,796;3,558;601,684
JAVASLANG_HASH_MAP;putRandom;1000000;469,639;33,101;701,894
JAVASLANG_TREE_MAP;putRandom;1;25,144;0,946;120
JAVASLANG_TREE_MAP;putRandom;4;46,387;0,291;210
JAVASLANG_TREE_MAP;putRandom;10;62,913;0,28;276
JAVASLANG_TREE_MAP;putRandom;15;74,091;0,43;325,333
JAVASLANG_TREE_MAP;putRandom;20;78,171;0,28;336
JAVASLANG_TREE_MAP;putRandom;25;84,509;0,68;356,8
JAVASLANG_TREE_MAP;putRandom;50;97,948;0,804;414,4
JAVASLANG_TREE_MAP;putRandom;100;117,343;0,826;474,8
JAVASLANG_TREE_MAP;putRandom;1000;212,48;1,551;676,16
JAVASLANG_TREE_MAP;putRandom;10000;285,346;0,835;872,884
JAVASLANG_TREE_MAP;putRandom;100000;358,65;3,949;1073,58
JAVASLANG_TREE_MAP;putRandom;1000000;554,187;43,041;1273,457
PCOLLECTIONS;putRandom;1;30,268;0,322;160
PCOLLECTIONS;putRandom;4;42,142;0,297;200
PCOLLECTIONS;putRandom;10;55,372;0,422;248
PCOLLECTIONS;putRandom;15;66,493;0,582;288
PCOLLECTIONS;putRandom;20;80,009;0,668;340
PCOLLECTIONS;putRandom;25;77,544;0,641;313,6
PCOLLECTIONS;putRandom;50;95,824;0,803;374,4
PCOLLECTIONS;putRandom;100;108,381;0,814;424,8
PCOLLECTIONS;putRandom;1000;234,069;1,192;588,68
PCOLLECTIONS;putRandom;10000;369,908;3,259;718,981
PCOLLECTIONS;putRandom;100000;516,231;7,049;840,929
PCOLLECTIONS;putRandom;1000000;1109,664;115,881;1032,478
CLOJURE_HASH_MAP;removeCollision;1;74,193;0,512;120
CLOJURE_HASH_MAP;removeCollision;4;77,51;1,884;150
CLOJURE_HASH_MAP;removeCollision;10;88,452;0,316;175,2
CLOJURE_HASH_MAP;removeCollision;15;89,385;0,273;184,533
CLOJURE_HASH_MAP;removeCollision;20;91,42;3,339;198,4
CLOJURE_HASH_MAP;removeCollision;25;91,575;1,637;211,84
CLOJURE_HASH_MAP;removeCollision;50;95,991;0,49;293,6
CLOJURE_HASH_MAP;removeCollision;100;107,962;0,373;319,52
CLOJURE_HASH_MAP;removeCollision;1000;137,506;1,07;392,688
CLOJURE_HASH_MAP;removeCollision;10000;186,44;0,808;509,16
CLOJURE_HASH_MAP;removeCollision;100000;356,55;1,648;656,509
CLOJURE_HASH_MAP;removeCollision;1000000;436,037;6,82;727,11
SCALA_HASH_MAP;removeCollision;1;18,105;1,13;40
SCALA_HASH_MAP;removeCollision;4;62,4;0,263;126
SCALA_HASH_MAP;removeCollision;10;84,589;0,27;155,2
SCALA_HASH_MAP;removeCollision;15;124,649;0,408;166,4
SCALA_HASH_MAP;removeCollision;20;146,352;0,595;195,6
SCALA_HASH_MAP;removeCollision;25;90,57;0,829;178,56
SCALA_HASH_MAP;removeCollision;50;102,767;0,436;222,08
SCALA_HASH_MAP;removeCollision;100;155,12;0,714;257,76
SCALA_HASH_MAP;removeCollision;1000;209,076;0,547;365,672
SCALA_HASH_MAP;removeCollision;10000;272,422;0,921;488,228
SCALA_HASH_MAP;removeCollision;100000;432,081;3,723;590,629
SCALA_HASH_MAP;removeCollision;1000000;637,678;18,425;698,934
SCALA_TREE_MAP;removeCollision;1;33,254;1,157;64
SCALA_TREE_MAP;removeCollision;4;50,433;0,346;128
SCALA_TREE_MAP;removeCollision;10;71,348;0,324;188,8
SCALA_TREE_MAP;removeCollision;15;80,358;0,397;211,2
SCALA_TREE_MAP;removeCollision;20;89,742;1,445;240
SCALA_TREE_MAP;removeCollision;25;79,563;0,734;257,28
SCALA_TREE_MAP;removeCollision;50;118,044;0,757;311,68
SCALA_TREE_MAP;removeCollision;100;143,023;0,836;374,4
SCALA_TREE_MAP;removeCollision;1000;191,061;2,782;575,136
SCALA_TREE_MAP;removeCollision;10000;270,327;1,4;783,095
SCALA_TREE_MAP;removeCollision;100000;425,166;3,53;1009,765
SCALA_TREE_MAP;removeCollision;1000000;522,159;7,866;1215,911
JAVASLANG_HASH_MAP;removeCollision;1;17,518;0,552;40
JAVASLANG_HASH_MAP;removeCollision;4;54,131;0,769;84
JAVASLANG_HASH_MAP;removeCollision;10;60,962;0,457;126,4
JAVASLANG_HASH_MAP;removeCollision;15;61,359;0,303;129,6
JAVASLANG_HASH_MAP;removeCollision;20;64,33;0,215;137,2
JAVASLANG_HASH_MAP;removeCollision;25;57,823;0,196;140,16
JAVASLANG_HASH_MAP;removeCollision;50;73,148;0,245;219,84
JAVASLANG_HASH_MAP;removeCollision;100;94,452;0,637;251,84
JAVASLANG_HASH_MAP;removeCollision;1000;142,322;3,129;322,088
JAVASLANG_HASH_MAP;removeCollision;10000;202,067;0,474;455,722
JAVASLANG_HASH_MAP;removeCollision;100000;329,446;8,189;584,718
JAVASLANG_HASH_MAP;removeCollision;1000000;492,493;13,132;657,489
JAVASLANG_TREE_MAP;removeCollision;1;40,607;0,472;104
JAVASLANG_TREE_MAP;removeCollision;4;58,901;0,255;196
JAVASLANG_TREE_MAP;removeCollision;10;73,132;0,611;246,4
JAVASLANG_TREE_MAP;removeCollision;15;82,52;0,314;260,8
JAVASLANG_TREE_MAP;removeCollision;20;90,557;0,431;291,2
JAVASLANG_TREE_MAP;removeCollision;25;95,939;0,326;303,36
JAVASLANG_TREE_MAP;removeCollision;50;119,387;0,667;358,88
JAVASLANG_TREE_MAP;removeCollision;100;140,573;0,95;419,76
JAVASLANG_TREE_MAP;removeCollision;1000;216,483;0,922;620,696
JAVASLANG_TREE_MAP;removeCollision;10000;293,323;1,334;840,446
JAVASLANG_TREE_MAP;removeCollision;100000;405,663;0,981;1055,101
JAVASLANG_TREE_MAP;removeCollision;1000000;501,608;2,584;1261,245
PCOLLECTIONS;removeCollision;1;30,864;0,11;64
PCOLLECTIONS;removeCollision;4;49,112;0,333;118
PCOLLECTIONS;removeCollision;10;62,864;0,19;150,4
PCOLLECTIONS;removeCollision;15;70,22;0,268;169,067
PCOLLECTIONS;removeCollision;20;77,332;0,303;189,2
PCOLLECTIONS;removeCollision;25;82,809;0,501;204,8
PCOLLECTIONS;removeCollision;50;94,869;0,516;238,4
PCOLLECTIONS;removeCollision;100;107,521;0,567;269,6
PCOLLECTIONS;removeCollision;1000;251,654;1,349;433,032
PCOLLECTIONS;removeCollision;10000;391,697;1,256;575,033
PCOLLECTIONS;removeCollision;100000;665,333;10,03;711,754
PCOLLECTIONS;removeCollision;1000000;1120,783;13,968;856,745
CLOJURE_HASH_MAP;removeDistinct;1;74,628;0,905;120
CLOJURE_HASH_MAP;removeDistinct;4;71,408;0,295;132
CLOJURE_HASH_MAP;removeDistinct;10;71,031;0,274;156
CLOJURE_HASH_MAP;removeDistinct;15;72,511;1,846;176
CLOJURE_HASH_MAP;removeDistinct;20;95,51;0,436;288
CLOJURE_HASH_MAP;removeDistinct;25;96,431;0,339;288
CLOJURE_HASH_MAP;removeDistinct;50;90,518;0,269;290,88
CLOJURE_HASH_MAP;removeDistinct;100;95,829;0,285;296,64
CLOJURE_HASH_MAP;removeDistinct;1000;130,181;1,359;456
CLOJURE_HASH_MAP;removeDistinct;10000;126,483;0,492;491,136
CLOJURE_HASH_MAP;removeDistinct;100000;208,226;1,221;632,272
CLOJURE_HASH_MAP;removeDistinct;1000000;565,187;42,65;792,001
SCALA_HASH_MAP;removeDistinct;1;17,848;0,273;40
SCALA_HASH_MAP;removeDistinct;4;47,673;0,163;72
SCALA_HASH_MAP;removeDistinct;10;56,712;0,366;93,6
SCALA_HASH_MAP;removeDistinct;15;47,099;0,17;105,6
SCALA_HASH_MAP;removeDistinct;20;62,481;0,37;116,8
SCALA_HASH_MAP;removeDistinct;25;63,478;0,138;127,36
SCALA_HASH_MAP;removeDistinct;50;83,182;0,344;153,6
SCALA_HASH_MAP;removeDistinct;100;93,818;0,238;199,84
SCALA_HASH_MAP;removeDistinct;1000;154,895;0,925;302,256
SCALA_HASH_MAP;removeDistinct;10000;212,769;0,819;420,176
SCALA_HASH_MAP;removeDistinct;100000;333,886;3,05;534,158
SCALA_HASH_MAP;removeDistinct;1000000;585,115;6,05;636,387
SCALA_TREE_MAP;removeDistinct;1;33,068;0,141;64
SCALA_TREE_MAP;removeDistinct;4;50,297;0,165;128
SCALA_TREE_MAP;removeDistinct;10;70,741;0,423;188,8
SCALA_TREE_MAP;removeDistinct;15;79,28;0,426;211,2
SCALA_TREE_MAP;removeDistinct;20;82,467;0,442;240
SCALA_TREE_MAP;removeDistinct;25;94,885;0,506;257,28
SCALA_TREE_MAP;removeDistinct;50;117,86;0,73;311,68
SCALA_TREE_MAP;removeDistinct;100;143,764;0,791;374,4
SCALA_TREE_MAP;removeDistinct;1000;219,604;3,013;575,136
SCALA_TREE_MAP;removeDistinct;10000;309,969;1,542;783,095
SCALA_TREE_MAP;removeDistinct;100000;425,789;2,658;1009,765
SCALA_TREE_MAP;removeDistinct;1000000;494,89;4,243;1215,911
JAVASLANG_HASH_MAP;removeDistinct;1;17,31;0,117;40
JAVASLANG_HASH_MAP;removeDistinct;4;46,384;0,208;78
JAVASLANG_HASH_MAP;removeDistinct;10;55,565;0,362;105,6
JAVASLANG_HASH_MAP;removeDistinct;15;57,694;0,233;118,933
JAVASLANG_HASH_MAP;removeDistinct;20;58,368;0,609;169,2
JAVASLANG_HASH_MAP;removeDistinct;25;59,821;0,178;180,16
JAVASLANG_HASH_MAP;removeDistinct;50;60,228;0,482;202,08
JAVASLANG_HASH_MAP;removeDistinct;100;63,292;0,321;230,64
JAVASLANG_HASH_MAP;removeDistinct;1000;94,462;2,388;356,344
JAVASLANG_HASH_MAP;removeDistinct;10000;154,148;0,99;438,943
JAVASLANG_HASH_MAP;removeDistinct;100000;260,408;2,668;565,263
JAVASLANG_HASH_MAP;removeDistinct;1000000;369,273;1,356;691,47
JAVASLANG_TREE_MAP;removeDistinct;1;40,519;0,18;104
JAVASLANG_TREE_MAP;removeDistinct;4;60,766;0,218;196
JAVASLANG_TREE_MAP;removeDistinct;10;73,414;0,247;246,4
JAVASLANG_TREE_MAP;removeDistinct;15;83,523;0,418;260,8
JAVASLANG_TREE_MAP;removeDistinct;20;90,684;0,368;291,2
JAVASLANG_TREE_MAP;removeDistinct;25;97,125;0,374;303,36
JAVASLANG_TREE_MAP;removeDistinct;50;119,219;0,566;358,88
JAVASLANG_TREE_MAP;removeDistinct;100;141,499;0,664;419,76
JAVASLANG_TREE_MAP;removeDistinct;1000;217,027;2,751;620,696
JAVASLANG_TREE_MAP;removeDistinct;10000;291,656;1,401;828,448
JAVASLANG_TREE_MAP;removeDistinct;100000;430,912;2,772;1067,1
JAVASLANG_TREE_MAP;removeDistinct;1000000;493,724;2,435;1261,245
PCOLLECTIONS;removeDistinct;1;30,54;0,17;64
PCOLLECTIONS;removeDistinct;4;34,24;0,174;104
PCOLLECTIONS;removeDistinct;10;42,263;0,245;140
PCOLLECTIONS;removeDistinct;15;54,519;0,148;165,333
PCOLLECTIONS;removeDistinct;20;50,969;0,308;170
PCOLLECTIONS;removeDistinct;25;53,784;0,155;179,2
PCOLLECTIONS;removeDistinct;50;63,865;0,152;206,4
PCOLLECTIONS;removeDistinct;100;73,734;0,333;237,2
PCOLLECTIONS;removeDistinct;1000;112,935;0,57;358,144
PCOLLECTIONS;removeDistinct;10000;141,863;0,725;456,003
PCOLLECTIONS;removeDistinct;100000;210,649;2,089;550,885
PCOLLECTIONS;removeDistinct;1000000;261,395;1,87;642,25
CLOJURE_HASH_MAP;removeNonExisting;1;36,144;1,613;0
CLOJURE_HASH_MAP;removeNonExisting;4;26,985;0,373;0
CLOJURE_HASH_MAP;removeNonExisting;10;38,124;0,039;0
CLOJURE_HASH_MAP;removeNonExisting;15;50,366;0,128;0
CLOJURE_HASH_MAP;removeNonExisting;20;59,508;0,127;0
CLOJURE_HASH_MAP;removeNonExisting;25;24,773;0,037;0
CLOJURE_HASH_MAP;removeNonExisting;50;35,591;0,049;0
CLOJURE_HASH_MAP;removeNonExisting;100;43,901;0,574;0
CLOJURE_HASH_MAP;removeNonExisting;1000;43,735;0,148;0
CLOJURE_HASH_MAP;removeNonExisting;10000;67,526;1,028;0
CLOJURE_HASH_MAP;removeNonExisting;100000;89,89;1,934;0
CLOJURE_HASH_MAP;removeNonExisting;1000000;176,451;7,243;0
SCALA_HASH_MAP;removeNonExisting;1;12,503;0,304;0
SCALA_HASH_MAP;removeNonExisting;4;6,666;0,041;0
SCALA_HASH_MAP;removeNonExisting;10;5,058;0,015;0
SCALA_HASH_MAP;removeNonExisting;15;10,207;0,044;0
SCALA_HASH_MAP;removeNonExisting;20;9,794;0,25;0
SCALA_HASH_MAP;removeNonExisting;25;11,059;0,328;0
SCALA_HASH_MAP;removeNonExisting;50;11,668;0,026;0
SCALA_HASH_MAP;removeNonExisting;100;12,982;0,044;0
SCALA_HASH_MAP;removeNonExisting;1000;18,614;0,12;0
SCALA_HASH_MAP;removeNonExisting;10000;34,587;0,231;0
SCALA_HASH_MAP;removeNonExisting;100000;60,014;0,366;0
SCALA_HASH_MAP;removeNonExisting;1000000;135,962;4,369;0
SCALA_TREE_MAP;removeNonExisting;1;17,869;0,118;0
SCALA_TREE_MAP;removeNonExisting;4;21,379;0,06;0
SCALA_TREE_MAP;removeNonExisting;10;29,753;0,279;0
SCALA_TREE_MAP;removeNonExisting;15;29,835;0,09;0
SCALA_TREE_MAP;removeNonExisting;20;37,764;0,097;0
SCALA_TREE_MAP;removeNonExisting;25;39,772;0,072;0
SCALA_TREE_MAP;removeNonExisting;50;48,557;0,131;0
SCALA_TREE_MAP;removeNonExisting;100;54,785;0,157;0
SCALA_TREE_MAP;removeNonExisting;1000;87,025;12,621;0
SCALA_TREE_MAP;removeNonExisting;10000;136,917;0,457;0
SCALA_TREE_MAP;removeNonExisting;100000;170,71;0,918;0,034
SCALA_TREE_MAP;removeNonExisting;1000000;192,502;2,419;0,299
JAVASLANG_HASH_MAP;removeNonExisting;1;10,851;0,166;0
JAVASLANG_HASH_MAP;removeNonExisting;4;14,491;0,184;0
JAVASLANG_HASH_MAP;removeNonExisting;10;18,103;0,114;16
JAVASLANG_HASH_MAP;removeNonExisting;15;22,87;0,099;23,467
JAVASLANG_HASH_MAP;removeNonExisting;20;26,059;0,172;41,6
JAVASLANG_HASH_MAP;removeNonExisting;25;56,923;0,597;144
JAVASLANG_HASH_MAP;removeNonExisting;50;51,461;0,142;144
JAVASLANG_HASH_MAP;removeNonExisting;100;55,689;0,21;148,16
JAVASLANG_HASH_MAP;removeNonExisting;1000;97,92;1,293;336,84
JAVASLANG_HASH_MAP;removeNonExisting;10000;113,712;0,946;358,007
JAVASLANG_HASH_MAP;removeNonExisting;100000;194,201;2,826;509,11
JAVASLANG_HASH_MAP;removeNonExisting;1000000;384,211;1,869;657,646
JAVASLANG_TREE_MAP;removeNonExisting;1;20,043;0,089;0
JAVASLANG_TREE_MAP;removeNonExisting;4;23,451;0,168;24
JAVASLANG_TREE_MAP;removeNonExisting;10;30,54;0,116;24
JAVASLANG_TREE_MAP;removeNonExisting;15;29,198;0,126;24
JAVASLANG_TREE_MAP;removeNonExisting;20;35,254;0,118;24
JAVASLANG_TREE_MAP;removeNonExisting;25;36,519;0,394;24
JAVASLANG_TREE_MAP;removeNonExisting;50;48,579;1,283;24
JAVASLANG_TREE_MAP;removeNonExisting;100;55,288;1,18;24
JAVASLANG_TREE_MAP;removeNonExisting;1000;86,428;3,116;24
JAVASLANG_TREE_MAP;removeNonExisting;10000;103,809;0,751;24
JAVASLANG_TREE_MAP;removeNonExisting;100000;128,14;7,002;24,035
JAVASLANG_TREE_MAP;removeNonExisting;1000000;162,546;51,177;24,385
PCOLLECTIONS;removeNonExisting;1;14,228;0,131;16
PCOLLECTIONS;removeNonExisting;4;14,208;0,163;16
PCOLLECTIONS;removeNonExisting;10;14,916;0,057;16
PCOLLECTIONS;removeNonExisting;15;16,194;0,095;16
PCOLLECTIONS;removeNonExisting;20;17,072;0,068;16
PCOLLECTIONS;removeNonExisting;25;18,333;0,397;16
PCOLLECTIONS;removeNonExisting;50;19,981;0,126;16
PCOLLECTIONS;removeNonExisting;100;23,517;0,142;16
PCOLLECTIONS;removeNonExisting;1000;64,537;0,774;16
PCOLLECTIONS;removeNonExisting;10000;163,637;1,208;16
PCOLLECTIONS;removeNonExisting;100000;254,611;13,424;16
PCOLLECTIONS;removeNonExisting;1000000;449,375;115,939;16,001
CLOJURE_HASH_MAP;removeRandom;1;74,133;0,584;120
CLOJURE_HASH_MAP;removeRandom;4;68,537;0,257;132
CLOJURE_HASH_MAP;removeRandom;10;80,499;0,303;168,8
CLOJURE_HASH_MAP;removeRandom;15;85,933;0,34;201,067
CLOJURE_HASH_MAP;removeRandom;20;86,905;0,238;210,4
CLOJURE_HASH_MAP;removeRandom;25;90,757;0,427;248,64
CLOJURE_HASH_MAP;removeRandom;50;94,684;0,661;300
CLOJURE_HASH_MAP;removeRandom;100;94,155;1,302;305,76
CLOJURE_HASH_MAP;removeRandom;1000;138,341;1,07;464,864
CLOJURE_HASH_MAP;removeRandom;10000;181,233;1,376;512,1
CLOJURE_HASH_MAP;removeRandom;100000;252,583;1,402;642,385
CLOJURE_HASH_MAP;removeRandom;1000000;602,424;27,59;795,637
SCALA_HASH_MAP;removeRandom;1;17,707;0,046;40
SCALA_HASH_MAP;removeRandom;4;48,989;0,157;72
SCALA_HASH_MAP;removeRandom;10;53,885;0,481;94,4
SCALA_HASH_MAP;removeRandom;15;57,282;0,152;107,2
SCALA_HASH_MAP;removeRandom;20;58,174;0,136;119,6
SCALA_HASH_MAP;removeRandom;25;71,558;3,658;126,72
SCALA_HASH_MAP;removeRandom;50;83,438;0,22;162,88
SCALA_HASH_MAP;removeRandom;100;92,952;0,303;195,6
SCALA_HASH_MAP;removeRandom;1000;176,209;1,435;300,848
SCALA_HASH_MAP;removeRandom;10000;206,039;1,199;419,808
SCALA_HASH_MAP;removeRandom;100000;334,801;8,264;533,937
SCALA_HASH_MAP;removeRandom;1000000;596,812;4,047;636,456
SCALA_TREE_MAP;removeRandom;1;33,054;0,12;64
SCALA_TREE_MAP;removeRandom;4;44,965;0,214;128
SCALA_TREE_MAP;removeRandom;10;71,128;2,052;188,8
SCALA_TREE_MAP;removeRandom;15;84,508;0,64;211,2
SCALA_TREE_MAP;removeRandom;20;87,742;0,268;240
SCALA_TREE_MAP;removeRandom;25;100,961;0,746;257,28
SCALA_TREE_MAP;removeRandom;50;118,743;0,442;311,68
SCALA_TREE_MAP;removeRandom;100;143,308;0,615;374,4
SCALA_TREE_MAP;removeRandom;1000;224,442;2,811;575,136
SCALA_TREE_MAP;removeRandom;10000;278,706;2,556;783,095
SCALA_TREE_MAP;removeRandom;100000;428,079;2,61;1009,765
SCALA_TREE_MAP;removeRandom;1000000;512,042;2,185;1215,911
JAVASLANG_HASH_MAP;removeRandom;1;17,263;0,035;40
JAVASLANG_HASH_MAP;removeRandom;4;44,144;0,406;78
JAVASLANG_HASH_MAP;removeRandom;10;59,182;0,234;104
JAVASLANG_HASH_MAP;removeRandom;15;65,99;0,205;115,2
JAVASLANG_HASH_MAP;removeRandom;20;65,272;0,214;129,2
JAVASLANG_HASH_MAP;removeRandom;25;78,517;0,279;180,16
JAVASLANG_HASH_MAP;removeRandom;50;79,137;0,494;212,16
JAVASLANG_HASH_MAP;removeRandom;100;76,469;0,406;234,32
JAVASLANG_HASH_MAP;removeRandom;1000;135,499;2,167;356,256
JAVASLANG_HASH_MAP;removeRandom;10000;189,171;0,389;439,589
JAVASLANG_HASH_MAP;removeRandom;100000;308,536;2,317;569,952
JAVASLANG_HASH_MAP;removeRandom;1000000;568,4;7,151;687,97
JAVASLANG_TREE_MAP;removeRandom;1;40,481;0,172;104
JAVASLANG_TREE_MAP;removeRandom;4;58,625;0,361;196
JAVASLANG_TREE_MAP;removeRandom;10;73,988;0,409;246,4
JAVASLANG_TREE_MAP;removeRandom;15;82,953;0,326;260,8
JAVASLANG_TREE_MAP;removeRandom;20;91,13;0,619;291,2
JAVASLANG_TREE_MAP;removeRandom;25;96,461;0,463;303,36
JAVASLANG_TREE_MAP;removeRandom;50;119,458;0,491;358,88
JAVASLANG_TREE_MAP;removeRandom;100;137,776;0,646;419,76
JAVASLANG_TREE_MAP;removeRandom;1000;214,87;1,219;620,696
JAVASLANG_TREE_MAP;removeRandom;10000;289,704;1,508;828,448
JAVASLANG_TREE_MAP;removeRandom;100000;400,349;2,53;1055,101
JAVASLANG_TREE_MAP;removeRandom;1000000;497,09;2,666;1261,245
PCOLLECTIONS;removeRandom;1;29,151;0,226;64
PCOLLECTIONS;removeRandom;4;39,083;0,172;104
PCOLLECTIONS;removeRandom;10;58,75;0,27;168
PCOLLECTIONS;removeRandom;15;62,313;0,425;186,667
PCOLLECTIONS;removeRandom;20;67,086;0,316;202
PCOLLECTIONS;removeRandom;25;73,928;0,28;216
PCOLLECTIONS;removeRandom;50;92,449;2,107;296
PCOLLECTIONS;removeRandom;100;104,756;0,617;334,8
PCOLLECTIONS;removeRandom;1000;230,603;1,218;477,6
PCOLLECTIONS;removeRandom;10000;389,101;0,796;626,665
PCOLLECTIONS;removeRandom;100000;637,824;5,043;769,102
PCOLLECTIONS;removeRandom;1000000;1131,393;13,221;905,578
PAGURO_HASH_MAP;getCollision;1;21,287;0,554;24
PAGURO_HASH_MAP;getCollision;4;29,186;0,078;24
PAGURO_HASH_MAP;getCollision;10;32,079;0,459;40
PAGURO_HASH_MAP;getCollision;15;33,694;1,6;40
PAGURO_HASH_MAP;getCollision;20;28,304;0,102;24
PAGURO_HASH_MAP;getCollision;25;33,075;0,439;40
PAGURO_HASH_MAP;getCollision;50;30,006;0,372;24
PAGURO_HASH_MAP;getCollision;100;37,065;0,379;40
PAGURO_HASH_MAP;getCollision;1000;46,347;0,418;40
PAGURO_HASH_MAP;getCollision;10000;72,173;4,734;24
PAGURO_HASH_MAP;getCollision;100000;112,023;5,326;24
PAGURO_HASH_MAP;getCollision;1000000;242,454;77,533;24
PAGURO_TREE_MAP;getCollision;1;11,739;0,06;0
PAGURO_TREE_MAP;getCollision;4;20,425;0,118;0
PAGURO_TREE_MAP;getCollision;10;27,057;0,074;0
PAGURO_TREE_MAP;getCollision;15;25,06;0,055;0
PAGURO_TREE_MAP;getCollision;20;32,081;0,254;0
PAGURO_TREE_MAP;getCollision;25;34,182;0,233;0
PAGURO_TREE_MAP;getCollision;50;40,268;0,308;0
PAGURO_TREE_MAP;getCollision;100;46,536;0,4;0
PAGURO_TREE_MAP;getCollision;1000;106,012;0,375;0
PAGURO_TREE_MAP;getCollision;10000;101,483;0,203;0
PAGURO_TREE_MAP;getCollision;100000;154,144;6,724;0
PAGURO_TREE_MAP;getCollision;1000000;128,247;0,317;0
PAGURO_HASH_MAP;getDistinct;1;21,544;0,615;24
PAGURO_HASH_MAP;getDistinct;4;17,858;0,288;24
PAGURO_HASH_MAP;getDistinct;10;17,291;0,314;24
PAGURO_HASH_MAP;getDistinct;15;17,197;0,336;24
PAGURO_HASH_MAP;getDistinct;20;19,861;0,283;24
PAGURO_HASH_MAP;getDistinct;25;19,988;0,41;24
PAGURO_HASH_MAP;getDistinct;50;19,802;0,288;24
PAGURO_HASH_MAP;getDistinct;100;19,727;0,222;24
PAGURO_HASH_MAP;getDistinct;1000;31,13;0,157;24
PAGURO_HASH_MAP;getDistinct;10000;64,589;0,449;40
PAGURO_HASH_MAP;getDistinct;100000;66,779;3,692;24
PAGURO_HASH_MAP;getDistinct;1000000;204,713;49,72;24
PAGURO_TREE_MAP;getDistinct;1;11,77;0,087;0
PAGURO_TREE_MAP;getDistinct;4;20,299;0,059;0
PAGURO_TREE_MAP;getDistinct;10;27,109;0,241;0
PAGURO_TREE_MAP;getDistinct;15;24,67;0,054;0
PAGURO_TREE_MAP;getDistinct;20;31,979;0,16;0
PAGURO_TREE_MAP;getDistinct;25;33,972;0,276;0
PAGURO_TREE_MAP;getDistinct;50;40,131;0,219;0
PAGURO_TREE_MAP;getDistinct;100;47,148;0,514;0
PAGURO_TREE_MAP;getDistinct;1000;106,441;0,441;0
PAGURO_TREE_MAP;getDistinct;10000;98,822;0,342;0
PAGURO_TREE_MAP;getDistinct;100000;149,696;9,941;0
PAGURO_TREE_MAP;getDistinct;1000000;127,388;0,349;0
PAGURO_HASH_MAP;getNonExisting;1;12,626;0,054;0
PAGURO_HASH_MAP;getNonExisting;4;9,079;0,175;0
PAGURO_HASH_MAP;getNonExisting;10;10,07;0,029;0
PAGURO_HASH_MAP;getNonExisting;15;10,733;0,511;0
PAGURO_HASH_MAP;getNonExisting;20;11,426;0,114;0
PAGURO_HASH_MAP;getNonExisting;25;10,233;0,833;0
PAGURO_HASH_MAP;getNonExisting;50;9,861;0,028;0
PAGURO_HASH_MAP;getNonExisting;100;10,68;0,033;0
PAGURO_HASH_MAP;getNonExisting;1000;16,943;0,2;0
PAGURO_HASH_MAP;getNonExisting;10000;28,847;3,722;0
PAGURO_HASH_MAP;getNonExisting;100000;56,161;2,635;0
PAGURO_HASH_MAP;getNonExisting;1000000;139,64;4,7;0
