Implementation;Method;listSize;Score;Score Error;Allocation Rate
persistentHashMap;removeRandom;4;48,673;0,16;76
persistentHashMap;removeRandom;10;45,592;0,105;100
persistentHashMap;removeRandom;15;53,582;0,217;118,933
persistentHashMap;removeRandom;20;54,977;0,114;139,2
persistentHashMap;removeRandom;25;60,615;0,335;168
persistentHashMap;removeRandom;50;66,147;0,173;216,64
persistentHashMap;removeRandom;100;70,683;0,428;245,52
persistentHashMap;removeRandom;1000;116,861;1,679;344,648
persistentHashMap;removeRandom;10000;151,953;0,269;448,027
persistentHashMap;removeRandom;100000;262,888;3,466;578,568
persistentHashMap;removeRandom;1000000;514,721;14,098;678,579
